30,44,40,38,36,36,21,28,33
30,42,40,38,36,36,21,28,32
30,41,40,38,35,35,20,27,32
30,40,40,37,35,35,20,27,32
29,40,40,36,34,35,20,26,31
29,39,40,36,34,34,20,26,30
29,39,39,35,34,33,20,26,29
29,39,38,34,34,33,20,26,29
29,37,37,34,34,33,20,25,29
